transaction_id,Time,Amount,Class,account_id,account_age_days,credit_limit,account_balance,cardholder_age,cardholder_city,cardholder_state,cardholder_zip,merchant_id,merchant_name,merchant_category,merchant_city,merchant_state,merchant_country,channel,pos_entry_mode,is_foreign_transaction,distance_from_home_km,num_transactions_24h,num_declined_7d,avg_amount_30d
TXN_000034,166845,231.43849172238902,0,ACC_355083,4968,50000,28717.2702372665,39,City_IN_8,IN,67410,MER_18699,Netflix,entertainment,City_CO_1,CO,FR,in-store,contactless,1,57.08619883726206,4,0,37.39752136258997
TXN_000035,119346,355.1337176129201,0,ACC_734151,719,50000,25068.698103481256,43,City_NC_4,NC,31996,MER_89491,Kroger,grocery,City_MI_2,MI,USA,online,online,0,41.595033900459896,4,0,725.7076952310244
TXN_000036,67435,110.28599697861812,0,ACC_141777,2652,15000,7943.533782081298,29,City_PA_5,PA,64921,MER_68465,ExxonMobil,gas_station,City_MA_8,MA,USA,in-store,chip,0,9.732577231794126,4,1,169.47883263622427
TXN_000037,56886,410.1454743772236,0,ACC_146250,2242,1000,929.4142672933854,74,City_MD_7,MD,93697,MER_26673,Quest Diagnostics,healthcare,City_FL_5,FL,U.S.,online,online,0,17.62060850048685,7,1,422.9358261886797
TXN_000038,66803,180.13900732278563,0,ACC_959466,412,1000,734.5093071596109,50,City_TN_8,TN,56022,MER_33395,Delta Airlines,travel,City_TN_7,TN,United States,online,online,0,34.70890489489975,6,0,304.17351505564886
TXN_000039,31551,626.2067827993361,0,ACC_991372,2286,15000,1514.2891432916406,70,City_TX_5,TX,50148,MER_33707,Hyatt,hotel,City_MA_6,MA,United States,in-store,swipe,0,5.366990772676009,1,0,734.4049193127768
TXN_000040,116216,462.06713407610386,0,ACC_402274,3840,15000,11092.604796634949,36,City_MI_9,MI,77764,MER_94749,Shell,gas_station,City_MA_1,MA,United States,in-store,chip,0,0.8026927414978765,6,0,251.94168985322634
TXN_000041,11394,337.016308902606,0,ACC_575147,3533,10000,1620.1114645331459,53,City_TN_4,TN,18888,MER_85937,Kroger,grocery,City_VA_6,VA,U.S.,online,online,0,47.815068379931894,2,0,324.7352339292184
TXN_000042,69092,362.5093599648493,0,ACC_804706,1442,15000,6374.745323330165,22,City_IL_4,IL,98666,MER_96732,Ticketmaster,entertainment,City_GA_7,GA,United States,online,online,0,3.699460033285007,4,1,59.1433140137527
TXN_000043,3890,718.3527250314851,0,ACC_840122,1613,2000,399.8733771354151,34,City_MA_8,MA,49159,MER_66416,LabCorp,healthcare,City_GA_4,GA,us,in-store,chip,0,55.04846373117772,6,0,240.35655604044206
TXN_000044,41606,155.2477930775272,0,ACC_115216,401,1000,655.1039122565683,150,City_WA_1,WA,52197,MER_18758,Holiday Inn,hotel,City_MO_8,MO,US,online,online,0,61.221511911986205,2,0,436.5935569011743
TXN_000045,87313,66.32180188559856,0,ACC_446293,640,1000,833.4442493833837,21,City_WA_8,WA,94326,MER_77009,Holiday Inn,hotel,City_PA_8,PA,U.S.,in-store,contactless,0,15.437102226438162,1,0,288.69675232530597
TXN_000046,141699,230.5191050396954,0,ACC_627297,145,25000,6896.094777458672,46,City_WA_5,WA,34474,MER_23281,Valero,gas_station,City_IL_7,IL,US,in-store,chip,0,41.098367628080375,4,1,76.12109842848524
TXN_000047,8792,30.69204440421145,0,ACC_976336,476,15000,1168.6530622166736,45,City_MA_1,MA,27333,MER_42548,Marriott,hotel,City_TX_2,TX,us,in-store,chip,0,11.282147456081717,3,0,469.8560041285368
TXN_000048,154969,417.8795300417523,0,ACC_784687,1421,5000,1417.8422158560754,36,City_AZ_4,AZ,46355,MER_28371,LabCorp,healthcare,City_VA_6,VA,USA,online,online,0,48.84482441612782,2,0,899.9364181151468
TXN_000049,68148,734.3449528159799,0,ACC_245281,3354,5000,3193.718825177923,35,City_GA_2,GA,83903,MER_87593,RxCrossroads,pharmacy,City_FL_6,FL,USA,in-store,chip,0,43.528828762613664,2,0,168.23651760856762
TXN_000050,124243,1436.6429941739116,0,ACC_803803,1370,15000,4684.831817650911,46,City_NJ_4,NJ,76258,MER_29644,Steam,entertainment,City_WA_7,WA,FR,in-store,contactless,1,2.044311458491223,6,0,272.39473888934504
TXN_000051,120174,1132.7098263708224,0,ACC_639317,4540,2000,528.4131183522264,67,City_MO_8,MO,41145,MER_33874,Valero,gas_station,City_IN_6,IN,U.S.,online,online,0,21.84286137033487,3,0,214.92760294580336
TXN_000052,154555,249.49144708034558,0,ACC_560829,2969,5000,876.0671552752584,64,City_FL_5,FL,85675,MER_98659,Hyatt,hotel,City_TN_2,TN,USA,in-store,chip,0,25.541205049300764,4,0,52.217173914100705
TXN_000053,124358,398.7244789805598,0,ACC_834803,3729,25000,11816.015138267796,36,City_MI_1,MI,59854,MER_24281,Walgreens Pharmacy,pharmacy,City_NC_8,NC,U.S.,in-store,contactless,0,0.021441459300859913,3,0,442.447812383202
TXN_000054,48555,161.88813939269403,0,ACC_288069,1103,50000,13107.56933746641,34,City_CA_7,CA,77664,MER_78787,Steam,entertainment,City_CA_4,CA,U.S.,in-store,swipe,0,97.69868147607262,4,0,166.18766783102836
TXN_000055,17159,632.4175431773286,0,ACC_464315,4843,15000,10416.897475237634,49,City_IL_1,IL,96153,MER_32289,Target.com,online_retail,City_MA_9,MA,US,online,online,0,13.045798242854778,5,0,209.97151415351703
TXN_000056,110510,758.9657213849715,0,ACC_214456,3599,2000,145.58256378518516,44,City_WA_9,WA,45285,MER_15054,Rite Aid,pharmacy,City_VA_8,VA,USA,online,online,0,18.21123622604944,2,0,338.78007691085486
TXN_000057,106530,28.12296264765998,0,ACC_424703,3180,2000,1261.6627629115035,67,City_CA_3,CA,27533,MER_76846,eBay,online_retail,City_IL_3,IL,United States,online,online,0,5.416741300909186,3,0,109.12528462156232
TXN_000058,80077,1535.608009028793,0,ACC_951324,1635,10000,2256.8201383938135,35,City_GA_3,GA,42624,MER_59769,Walmart.com,online_retail,City_MO_3,MO,USA,online,online,0,23.599166124287365,2,0,89.2963903263788
TXN_000059,35920,373.30550917006286,0,ACC_956841,4687,2000,929.6305959980459,39,City_NY_6,NY,56996,MER_39312,Duane Reade,pharmacy,City_CO_8,CO,USA,online,online,0,41.59997485825196,3,1,303.7792615239045
TXN_000060,19457,371.6956362151903,0,ACC_919497,2324,5000,1358.9271296484878,28,City_NY_6,NY,56947,MER_14257,Holiday Inn,hotel,City_TX_2,TX,USA,online,online,0,22.040732611663035,3,0,531.6752905997697
TXN_000061,78953,655.1034624396069,0,ACC_866759,3692,50000,34331.51211051279,54,City_OH_6,OH,37956,MER_25846,eBay,online_retail,City_FL_9,FL,United States,in-store,contactless,0,38.78335820906609,3,1,96.66191722148808
TXN_000062,52995,336.7013298284513,1,ACC_482688,4512,5000,4490.208441195274,22,City_FL_1,FL,61030,MER_32483,Hilton,hotel,City_MA_4,MA,DE,in-store,chip,1,32.8361330224716,2,1,219.5514090638914
TXN_000063,171829,349.4843349470851,0,ACC_469484,4827,15000,13068.344107444838,47,City_NY_5,NY,68597,MER_36558,Holiday Inn,hotel,City_PA_6,PA,U.S.,online,online,0,6.783993946455144,4,1,352.68804477326677
TXN_000064,9692,59.42131974734382,0,ACC_133783,1013,50000,27712.745219344324,30,City_MA_6,MA,52443,MER_53188,AMC Theatres,entertainment,City_VA_3,VA,United States,online,online,0,14.309231013160318,2,0,609.7066445427997
TXN_000065,37065,150.69045105716737,0,ACC_134152,381,15000,6592.1968214119415,55,City_GA_8,GA,75464,MER_23012,Duke Energy,utilities,City_MO_3,MO,U.S.,in-store,swipe,0,4.022620070665216,5,0,170.4471099416014
TXN_000066,99299,544.6992113577822,0,ACC_683029,1754,2000,1554.7709679348254,43,City_NY_1,NY,13952,MER_43236,Walgreens,healthcare,City_CO_3,CO,US,in-store,chip,0,1.0710141751030804,3,1,158.95569765140453
TXN_000067,163678,468.96535975358404,0,ACC_993481,1981,25000,16229.001112408587,69,City_OH_5,OH,66880,MER_55076,Hilton,hotel,City_FL_2,FL,U.S.,in-store,contactless,0,1.6286397745565089,1,0,187.8808165645539
TXN_000068,11534,825.7025668461349,0,ACC_544718,1309,1000,174.3859085060862,28,City_MO_3,MO,62201,MER_58402,Ticketmaster,entertainment,City_CA_8,CA,USA,in-store,swipe,0,71.39922778944181,3,0,275.97685650662515
TXN_000069,40397,647.0188466036866,0,ACC_653380,1937,50000,38993.66264661751,48,City_NJ_2,NJ,52460,MER_42076,Hertz,travel,City_MA_9,MA,us,in-store,swipe,0,104.2333724595309,1,1,276.4734161908457
TXN_000070,91387,666.0243129724583,0,ACC_248725,4878,10000,4074.401699249747,43,City_NJ_8,NJ,32796,MER_90337,Target.com,online_retail,City_MO_8,MO,us,in-store,swipe,0,2.494887065185974,3,0,123.92210971101792
TXN_000071,1016,218.7300602291549,0,ACC_591215,1054,1000,179.53637697261635,24,City_IN_7,IN,41746,MER_85164,Shell,gas_station,City_AZ_3,AZ,USA,in-store,chip,0,10.206479014950789,2,0,241.31319186056652
TXN_000072,55591,225.01017279409137,0,ACC_854924,575,2000,535.4149657533355,34,City_PA_7,PA,96785,MER_84264,Hilton,hotel,City_NY_7,NY,U.S.,online,online,0,3.037831235918007,2,0,225.1494821755976
TXN_000073,23247,670.3692741218803,0,ACC_271541,4204,2000,508.30135747185045,999,City_GA_5,GA,10015,MER_27335,Walgreens Pharmacy,pharmacy,City_MA_2,MA,FR,in-store,swipe,1,44.928672389931776,4,0,69.45439947173642
TXN_000074,24300,247.27565610636364,0,ACC_878424,2411,1000,493.24662587328703,62,City_CA_9,CA,59757,MER_53773,eBay,online_retail,City_IL_4,IL,United States,online,online,0,17.144216306382624,0,0,190.0364156860457
TXN_000075,82798,470.7877315511787,0,ACC_448627,918,10000,2226.5158614398174,49,City_MI_5,MI,35957,MER_62158,Amazon,online_retail,City_NY_6,NY,U.S.,online,online,0,24.272749034689873,1,1,249.78051982129705
TXN_000076,9268,378.1742503544174,0,ACC_421898,1135,50000,5869.408151574868,21,City_MD_2,MD,91541,MER_38570,Expedia,travel,City_OH_5,OH,USA,atm,manual,0,19.408375953217867,6,1,280.1980047031815
TXN_000077,86807,139.5047301710837,0,ACC_785338,2579,50000,5875.3154041536345,24,City_NY_3,NY,31292,MER_97995,BP,gas_station,City_PA_9,PA,United States,online,online,0,30.968729139322644,3,0,374.06320722817316
TXN_000078,12185,317.0070780288122,0,ACC_187592,2020,1000,554.1123872821418,52,City_FL_4,FL,41876,MER_50658,Ticketmaster,entertainment,City_CA_4,CA,United States,in-store,swipe,0,9.609679539570422,2,0,170.10162204904975
TXN_000079,170171,92.94926305068802,0,ACC_456687,4028,15000,10470.319866103646,53,City_NJ_5,NJ,70727,MER_69184,Hertz,travel,City_MD_5,MD,U.S.,atm,manual,0,3.697810630339715,3,0,266.3774154438321
TXN_000080,139643,167.43098576590265,0,ACC_143169,3805,5000,1527.2817919821189,69,City_MA_3,MA,57046,MER_82613,LabCorp,healthcare,City_OH_4,OH,US,online,online,0,0.44442707203388276,2,0,93.18721583225185
TXN_000081,38044,951.3686994184709,0,ACC_541503,2842,25000,822.9543580829055,46,City_CA_7,CA,24817,MER_68194,Walmart.com,online_retail,City_FL_8,FL,US,in-store,swipe,0,14.750909829269155,4,0,281.6715442437237
TXN_000082,51214,129.83899782274892,0,ACC_154745,950,15000,1812.954638852403,37,City_NC_5,NC,19759,MER_77507,Hyatt,hotel,City_VA_8,VA,United States,in-store,swipe,0,59.60421580949682,0,1,471.9575160961681
TXN_000083,114752,279.14544518440135,0,ACC_734456,4675,50000,43447.991616010215,59,City_NJ_5,NJ,58432,MER_43959,Best Western,hotel,City_CO_3,CO,US,in-store,contactless,0,9.105675372665948,1,1,175.96976922349438
TXN_000084,48984,643.7798172698048,0,ACC_738273,2091,5000,2344.3323830499016,43,City_MD_6,MD,16412,MER_63072,United Airlines,travel,City_MO_1,MO,United States,in-store,chip,0,5.452557654751009,5,0,119.15785876291295
TXN_000085,40774,492.96090005049047,0,ACC_891975,4517,25000,10772.3542283604,52,City_WA_7,WA,67757,MER_55588,UnitedHealth,healthcare,City_NC_6,NC,US,in-store,chip,0,65.10670011677723,2,0,228.45994518103328
TXN_000086,2568,173.15026905142173,0,ACC_811752,3669,25000,903.6679848646592,72,City_TN_8,TN,30504,MER_50533,Olive Garden,restaurant,City_MD_2,MD,United States,online,online,0,2.7858239683520276,6,0,203.35044307454336
TXN_000087,120151,332.4688908469827,0,ACC_121067,3195,25000,17305.12928002635,35,City_FL_9,FL,18507,MER_78582,Kroger,grocery,City_FL_2,FL,United States,in-store,swipe,0,1.3297729596461976,4,0,361.1019004382383
TXN_000088,133767,208.38284592113058,0,ACC_151033,4465,2000,1003.3293537709498,33,City_CA_4,CA,31050,MER_71743,Duane Reade,pharmacy,City_CA_3,CA,United States,online,online,0,52.88463114316738,3,1,298.5046910336993
TXN_000089,124375,421.21996930502047,0,ACC_145256,2674,25000,4799.422232054868,22,City_CO_5,CO,14820,MER_54518,RxCrossroads,pharmacy,City_NC_8,NC,United States,online,online,0,30.175217028058693,4,0,371.20326288407
TXN_000090,136330,628.3668773187435,0,ACC_845993,4882,10000,,39,City_WA_5,WA,17835,MER_22703,Starbucks,restaurant,City_MA_3,MA,us,online,online,0,13.707504211600508,1,1,133.64464252485593
TXN_000091,39504,148.26818562525105,0,ACC_339455,1075,1000,364.21847045039857,44,City_CA_8,CA,23587,MER_59456,Best Buy Online,online_retail,City_GA_7,GA,US,online,online,0,34.892862087853175,6,0,254.9711235594205
TXN_000092,164231,280.68734837542866,1,ACC_602264,3586,50000,39765.193299263716,65,City_IL_9,IL,67732,MER_65491,Netflix,entertainment,City_MA_9,MA,United States,atm,manual,0,33.81568295442684,5,0,97.75502021606442
TXN_000093,13986,236.49061309881034,0,ACC_300417,2711,10000,8220.298312409734,44,City_IL_7,IL,61921,MER_18043,BP,gas_station,City_MA_8,MA,CA,in-store,contactless,1,1.0221270810020116,5,0,71.63564216342812
TXN_000094,61858,867.7862793164962,0,ACC_186803,3229,1000,572.7040613758546,31,City_AZ_5,AZ,55499,MER_78340,Starbucks,restaurant,City_MO_1,MO,U.S.,atm,manual,0,28.194345477590865,4,0,47.69032742076372
TXN_000095,129312,278.54687426155544,0,ACC_303814,968,15000,10367.394088029532,42,City_AZ_3,AZ,16840,MER_20176,Quest Diagnostics,healthcare,City_OH_7,OH,FR,online,online,1,25.601936477659727,2,0,174.15735011014235
TXN_000096,12666,752.4550993548037,0,ACC_218843,4973,15000,1640.9699704909024,35,City_GA_1,GA,75077,MER_13936,Marriott,hotel,City_MO_7,MO,USA,in-store,swipe,0,82.95299960201662,6,0,83.67272613984738
TXN_000097,38660,493.44014561128364,0,ACC_579809,471,1000,558.7197621944621,30,City_FL_9,FL,41440,MER_41174,Kroger,grocery,City_TN_8,TN,us,online,online,0,84.99691397813304,4,0,41.508734887783696
TXN_000098,134633,368.8489234834024,0,ACC_653280,2580,10000,6336.174183128226,61,City_OH_5,OH,45183,MER_92632,Walmart.com,online_retail,City_TX_5,TX,US,online,online,0,11.862315289773463,2,0,174.82061337818206
TXN_000099,26854,320.63748420074006,0,ACC_312603,4255,1000,190.6772007681026,47,City_CO_9,CO,12389,MER_98768,Safeway,grocery,City_FL_9,FL,us,online,online,0,22.280315321012477,6,0,432.6814093709976
TXN_000100,64505,119.83161521698291,0,ACC_673091,626,25000,20903.67490661865,29,City_MD_4,MD,65076,MER_35909,ExxonMobil,gas_station,City_CO_9,CO,US,in-store,chip,0,3.81006198808459,2,0,224.67357164564945
TXN_000101,104488,412.0388757551489,0,ACC_472119,1535,2000,370.49380128993755,72,City_MA_5,MA,76299,MER_54158,Hyatt,hotel,City_TN_8,TN,United States,online,online,0,1.7191936517341613,4,0,323.0394585996867
TXN_000102,22662,266.0014911038643,0,ACC_818837,891,50000,14890.174592706395,48,City_FL_4,FL,99461,MER_18366,Quest Diagnostics,healthcare,City_NY_6,NY,us,in-store,chip,0,14.175195456236212,5,1,51.37923067385756
TXN_000103,8392,439.706633302072,0,ACC_244282,2670,15000,8842.935070084284,21,City_MD_2,MD,49023,MER_95125,CVS Pharmacy,pharmacy,City_TX_6,TX,U.S.,in-store,chip,0,29.270061092674837,1,0,422.8638519705689
TXN_000104,30535,129.24312441685325,0,ACC_576545,3761,50000,30321.628093709714,37,City_NC_1,NC,60029,MER_64337,BP,gas_station,City_NY_1,NY,US,in-store,swipe,0,20.969422147965492,2,0,163.41190197516877
TXN_000105,113569,129.64383066946849,0,ACC_126270,1581,2000,1328.8310078759978,51,City_WA_8,WA,49941,MER_69331,Chipotle,restaurant,City_IL_6,IL,us,in-store,swipe,0,14.037930207886722,0,0,89.98318345320669
TXN_000106,52256,52.564506694409886,0,ACC_555224,3266,25000,2660.278185369885,64,City_AZ_4,AZ,98993,MER_72197,Duane Reade,pharmacy,City_TX_4,TX,U.S.,online,online,0,42.609179301449515,4,0,430.617753881862
TXN_000107,89135,166.99919055653027,0,ACC_869217,1766,25000,20174.780210803186,30,City_AZ_5,AZ,63950,MER_82042,Duane Reade,pharmacy,City_MD_4,MD,USA,in-store,contactless,0,39.54890934749427,0,0,473.46083559781357
TXN_000108,127478,314.14964173406474,0,ACC_631740,1479,15000,7593.071635036453,57,City_MI_6,MI,96959,MER_60924,CVS Health,healthcare,City_CO_2,CO,United States,in-store,contactless,0,32.913802736134976,2,0,256.5991203586199
TXN_000109,35222,260.0115980628352,0,ACC_403630,294,15000,6716.335565997224,49,City_TN_8,TN,86054,MER_38842,Olive Garden,restaurant,City_TX_4,TX,United States,in-store,chip,0,2.0040245875271885,1,0,358.495940618719
TXN_000110,77373,190.50829924748635,0,ACC_114859,2689,25000,23301.068582195854,38,City_IL_8,IL,75363,MER_27458,Airbnb,travel,City_TX_5,TX,USA,in-store,chip,0,39.79850091414765,4,0,160.7860536116554
TXN_000111,123684,535.7571130099652,0,ACC_656371,2751,5000,3516.7969104698436,67,City_PA_7,PA,71742,MER_97367,Shell,gas_station,City_CO_5,CO,us,in-store,contactless,0,62.96302827206133,0,1,191.19806855227395
TXN_000112,10965,36121.95886046466,0,ACC_954140,1492,50000,5605.286264420306,58,City_TX_4,TX,55215,MER_75382,Spotify,entertainment,City_MO_5,MO,USA,in-store,chip,0,1.5320514172121844,3,1,228.39703595093556
TXN_000113,24538,787.1612461151997,0,ACC_211462,4282,2000,1437.4244177298572,59,City_WA_6,WA,57857,MER_84319,Comcast,utilities,City_CO_4,CO,U.S.,online,online,0,12.840378972953056,1,1,152.64992023118614
TXN_000114,108066,544.7701246453075,0,ACC_247735,1475,50000,4524.3243637113,69,City_WA_4,WA,65476,MER_21170,Holiday Inn,hotel,City_AZ_1,AZ,US,in-store,contactless,0,111.32301075843914,1,0,247.43136093435967
TXN_000115,113252,819.7961178708497,0,ACC_979508,2328,2000,52.194068774671216,26,City_MD_7,MD,38173,MER_90145,CVS Health,healthcare,City_MA_8,MA,us,in-store,swipe,0,22.859742154445836,2,0,175.44426808639884
TXN_000116,139182,17323.02896079023,0,ACC_349737,2955,5000,1917.2230025320112,60,City_MO_1,MO,19395,MER_54942,Hyatt,hotel,City_VA_3,VA,US,in-store,chip,0,18.016937249187308,1,0,234.10902489585044
TXN_000117,158338,360.77137809539227,0,ACC_381197,1662,10000,9438.992641782577,32,City_MD_5,MD,69768,MER_98571,Valero,gas_station,City_NJ_2,NJ,USA,online,online,0,4.883533107095415,1,1,307.99206833851565
TXN_000118,98806,213.51378305238984,0,ACC_242157,2404,2000,332.279478770239,73,City_CA_4,CA,94743,MER_26208,Starbucks,restaurant,City_NJ_9,NJ,United States,in-store,chip,0,20.83819414809534,3,0,397.90142721182013
