transaction_id,transaction_timestamp,transaction_amount,is_fraud,account_id,account_age_days,credit_limit,account_balance,cardholder_age,cardholder_city,cardholder_state,cardholder_zip,merchant_id,merchant_name,merchant_category,merchant_city,merchant_state,merchant_country,channel,pos_entry_mode,is_foreign_transaction,distance_from_home_km,num_transactions_24h,num_declined_7d,avg_amount_30d,ingestion_timestamp,transaction_date,transaction_hour,is_weekend,amount_category,utilization_rate,is_high_risk_context
TXN_000011,2020-01-02 11:05:24,540.0452047594663,0,ACC_233248,1924,1000,428.7209183187579,57,City_TN_1,TN,34102,MER_27167,Publix,grocery,City_VA_3,VA,US,online,online,0,8.309379223031943,3,0,226.1388687247953,2026-03-29 20:37:40,2020-01-02,11,0,medium,0.4287209183187579,0
TXN_000012,2020-01-01 04:27:03,2008.321946824084,0,ACC_203306,4952,1000,111.1338940659947,40,City_NC_8,NC,14263,MER_97844,BP,gas_station,City_FL_1,FL,US,online,online,0,17.266334371544552,4,0,178.74262154619444,2026-03-29 20:37:40,2020-01-01,4,0,outlier,0.11113389406599469,0
TXN_000013,2020-01-01 11:24:50,382.6364921238168,0,ACC_264726,1841,2000,861.2081754345405,45,City_TX_7,TX,77438,MER_99751,eBay,online_retail,City_VA_4,VA,US,in-store,contactless,0,68.15452115707288,4,0,149.73026112343143,2026-03-29 20:37:40,2020-01-01,11,0,medium,0.43060408771727027,0
TXN_000014,2020-01-01 18:40:21,808.3677528872133,0,ACC_878580,3213,1000,810.5170216449103,32,City_IL_8,IL,40540,MER_87331,Steam,entertainment,City_MO_8,MO,US,in-store,contactless,0,4.057374670971733,4,1,129.17069574154058,2026-03-29 20:37:40,2020-01-01,18,0,high,0.8105170216449104,0
TXN_000015,2020-01-01 18:00:20,1161.8944641216774,0,ACC_807910,3827,15000,8283.82453108201,41,City_IN_1,IN,85726,MER_90520,BP,gas_station,City_IN_3,IN,US,online,online,0,13.610880389032834,4,0,263.43481258841337,2026-03-29 20:37:40,2020-01-01,18,0,high,0.5522549687388006,0
TXN_000016,2020-01-01 00:12:49,112.33466367752544,0,ACC_474169,1674,10000,749.8336228649171,45,City_FL_6,FL,73769,MER_68326,Holiday Inn,hotel,City_MD_2,MD,US,in-store,swipe,0,60.64930482245422,0,0,103.0835785425301,2026-03-29 20:37:40,2020-01-01,0,0,low,0.0749833622864917,0
TXN_000017,2020-01-01 16:35:35,186.73471918412795,0,ACC_800270,3998,2000,364.1755057775212,31,City_IN_7,IN,50843,MER_87670,Ticketmaster,entertainment,City_TN_7,TN,US,online,online,0,10.735721605643649,6,0,181.5567858402881,2026-03-29 20:37:40,2020-01-01,16,0,low,0.1820877528887606,0
TXN_000018,2020-01-01 18:02:05,571.2992025799998,0,ACC_190417,2746,10000,4508.171326506284,29,City_NC_5,NC,37690,MER_20782,Walgreens Pharmacy,pharmacy,City_NJ_4,NJ,US,in-store,swipe,0,36.53422153305049,4,1,320.4515448073954,2026-03-29 20:37:40,2020-01-01,18,0,medium,0.45081713265062834,0
TXN_000019,2020-01-01 01:28:31,40070.58325237759,0,ACC_813611,220,10000,3434.1279233072146,70,City_CO_5,CO,12994,MER_52002,LabCorp,healthcare,City_TX_6,TX,US,in-store,chip,0,12.327089807251546,1,0,248.69614114667252,2026-03-29 20:37:40,2020-01-01,1,0,outlier,0.3434127923307215,0
TXN_000020,2020-01-02 04:42:35,611.3721603359194,0,ACC_528638,1365,5000,1703.953342843969,45,City_TX_7,TX,77546,MER_97187,Walmart.com,online_retail,City_TN_5,TN,US,online,online,0,40.85949456230305,2,0,169.2895989207352,2026-03-29 20:37:40,2020-01-02,4,0,high,0.3407906685687938,0
TXN_000021,2020-01-01 23:41:45,145.28415899711786,0,ACC_111984,4833,5000,2514.020378682053,55,City_MO_3,MO,17377,MER_34022,Quest Diagnostics,healthcare,City_CA_2,CA,US,online,online,0,99.0859997355822,2,0,33.040224425553205,2026-03-29 20:37:40,2020-01-01,23,0,low,0.5028040757364106,0
TXN_000022,2020-01-02 20:22:45,200.6867958762464,0,ACC_189312,3136,2000,1110.3522510199691,72,City_NJ_6,NJ,88572,MER_94458,Target.com,online_retail,City_IN_2,IN,US,online,online,0,12.268305159000432,1,0,449.5515675321829,2026-03-29 20:37:40,2020-01-02,20,0,low,0.5551761255099845,0
TXN_000023,2020-01-02 12:16:48,795.1164734627853,0,ACC_292458,408,25000,18925.462294059536,52,City_WA_7,WA,36467,MER_24618,Netflix,entertainment,City_MO_9,MO,US,in-store,swipe,0,46.6241711456716,3,0,125.8019390025986,2026-03-29 20:37:40,2020-01-02,12,0,high,0.7570184917623815,0
TXN_000024,2020-01-02 19:32:10,196.16095834716936,0,ACC_183291,4512,50000,16195.91176446802,69,City_GA_1,GA,10048,MER_27245,CVS Pharmacy,pharmacy,City_WA_2,WA,US,in-store,swipe,0,111.45504127526117,5,0,465.68956761675327,2026-03-29 20:37:40,2020-01-02,19,0,low,0.32391823528936037,0
TXN_000025,2020-01-01 23:27:58,221.0875209443948,0,ACC_893567,3859,5000,3825.964844442786,34,City_CA_2,CA,46978,MER_93796,Subway,restaurant,City_IL_8,IL,US,online,online,0,103.11516124164108,3,0,171.7306391898266,2026-03-29 20:37:40,2020-01-01,23,0,medium,0.7651929688885573,0
TXN_000026,2020-01-02 10:02:17,105.33809706279004,0,ACC_624608,645,50000,16084.033382850044,21,City_IN_4,IN,57606,MER_20027,Starbucks,restaurant,City_PA_8,PA,US,in-store,contactless,0,14.218920823971176,5,0,261.836651308668,2026-03-29 20:37:40,2020-01-02,10,0,low,0.3216806676570009,0
TXN_000027,2020-01-02 17:31:43,122.42955490035423,0,ACC_587387,2360,5000,263.3066974708607,37,City_VA_8,VA,91574,MER_23986,Valero,gas_station,City_CA_1,CA,US,in-store,chip,0,16.62668438686563,0,0,586.6249428062218,2026-03-29 20:37:40,2020-01-02,17,0,low,0.052661339494172135,0
TXN_000028,2020-01-02 12:15:23,839.8664548055692,0,ACC_777044,1784,5000,2632.391342272758,45,City_FL_6,FL,83414,MER_13526,Publix,grocery,City_MI_1,MI,US,online,online,0,9.038654071502547,6,1,405.4432742337765,2026-03-29 20:37:40,2020-01-02,12,0,high,0.5264782684545516,0
TXN_000029,2020-01-01 00:45:47,184.96157177204063,0,ACC_975206,493,10000,5585.072086500738,28,City_WA_1,WA,59222,MER_54361,Kroger,grocery,City_IL_4,IL,US,online,online,0,9.422625099882454,2,0,159.5003355323772,2026-03-29 20:37:40,2020-01-01,0,0,low,0.5585072086500737,0
TXN_000030,2020-01-02 10:24:15,148.4645297124898,0,ACC_515105,996,2000,1775.6264666815343,25,City_NC_5,NC,58115,MER_77158,Chipotle,restaurant,City_CA_2,CA,CA,online,online,1,16.955017082565117,4,0,258.5456651753524,2026-03-29 20:37:40,2020-01-02,10,0,low,0.8878132333407671,1
TXN_000031,2020-01-01 18:15:25,401.0003579714437,0,ACC_851209,4297,10000,6897.582597593507,25,City_OH_7,OH,99606,MER_48286,Ticketmaster,entertainment,City_NJ_1,NJ,US,in-store,contactless,0,5.59479997728548,3,0,224.85523506942135,2026-03-29 20:37:40,2020-01-01,18,0,medium,0.6897582597593507,0
TXN_000032,2020-01-02 12:06:21,316.71136151118577,0,ACC_460215,3188,15000,13078.260298045763,61,City_IL_6,IL,50647,MER_39533,Rite Aid,pharmacy,City_OH_9,OH,US,in-store,chip,0,31.0438828049042,1,0,308.3293567789402,2026-03-29 20:37:40,2020-01-02,12,0,medium,0.8718840198697175,0
TXN_000033,2020-01-01 23:30:54,43986.84358906796,0,ACC_804259,3654,10000,8629.298497308591,55,City_IL_9,IL,64607,MER_28316,Shell,gas_station,City_MO_3,MO,US,online,online,0,19.213397338032845,2,0,379.1730840687905,2026-03-29 20:37:40,2020-01-01,23,0,outlier,0.8629298497308592,0
TXN_000034,2020-01-02 22:20:45,231.43849172238905,0,ACC_355083,4968,50000,28717.2702372665,39,City_IN_8,IN,67410,MER_18699,Netflix,entertainment,City_CO_1,CO,FR,in-store,contactless,1,57.08619883726206,4,0,37.39752136258997,2026-03-29 20:37:40,2020-01-02,22,0,medium,0.57434540474533,1
TXN_000035,2020-01-02 09:09:06,355.1337176129201,0,ACC_734151,719,50000,25068.698103481256,43,City_NC_4,NC,31996,MER_89491,Kroger,grocery,City_MI_2,MI,US,online,online,0,41.595033900459896,4,0,725.7076952310244,2026-03-29 20:37:40,2020-01-02,9,0,medium,0.5013739620696251,0
TXN_000036,2020-01-01 18:43:55,110.28599697861812,0,ACC_141777,2652,15000,7943.533782081298,29,City_PA_5,PA,64921,MER_68465,ExxonMobil,gas_station,City_MA_8,MA,US,in-store,chip,0,9.732577231794126,4,1,169.47883263622427,2026-03-29 20:37:40,2020-01-01,18,0,low,0.5295689188054199,0
TXN_000037,2020-01-01 15:48:06,410.1454743772236,0,ACC_146250,2242,1000,929.4142672933854,74,City_MD_7,MD,93697,MER_26673,Quest Diagnostics,healthcare,City_FL_5,FL,US,online,online,0,17.62060850048685,7,1,422.9358261886797,2026-03-29 20:37:40,2020-01-01,15,0,medium,0.9294142672933854,0
TXN_000038,2020-01-01 18:33:23,180.13900732278563,0,ACC_959466,412,1000,734.5093071596109,50,City_TN_8,TN,56022,MER_33395,Delta Airlines,travel,City_TN_7,TN,US,online,online,0,34.70890489489975,6,0,304.17351505564886,2026-03-29 20:37:40,2020-01-01,18,0,low,0.7345093071596109,0
TXN_000039,2020-01-01 08:45:51,626.2067827993361,0,ACC_991372,2286,15000,1514.2891432916406,70,City_TX_5,TX,50148,MER_33707,Hyatt,hotel,City_MA_6,MA,US,in-store,swipe,0,5.366990772676009,1,0,734.4049193127768,2026-03-29 20:37:40,2020-01-01,8,0,high,0.10095260955277605,0
TXN_000040,2020-01-02 08:16:56,462.0671340761039,0,ACC_402274,3840,15000,11092.604796634949,36,City_MI_9,MI,77764,MER_94749,Shell,gas_station,City_MA_1,MA,US,in-store,chip,0,0.8026927414978765,6,0,251.94168985322636,2026-03-29 20:37:40,2020-01-02,8,0,medium,0.7395069864423299,0
TXN_000041,2020-01-01 03:09:54,337.016308902606,0,ACC_575147,3533,10000,1620.111464533146,53,City_TN_4,TN,18888,MER_85937,Kroger,grocery,City_VA_6,VA,US,online,online,0,47.81506837993189,2,0,324.7352339292184,2026-03-29 20:37:40,2020-01-01,3,0,medium,0.1620111464533146,0
TXN_000042,2020-01-01 19:11:32,362.5093599648493,0,ACC_804706,1442,15000,6374.745323330165,22,City_IL_4,IL,98666,MER_96732,Ticketmaster,entertainment,City_GA_7,GA,US,online,online,0,3.699460033285007,4,1,59.1433140137527,2026-03-29 20:37:40,2020-01-01,19,0,medium,0.42498302155534434,0
TXN_000043,2020-01-01 01:04:50,718.3527250314851,0,ACC_840122,1613,2000,399.8733771354151,34,City_MA_8,MA,49159,MER_66416,LabCorp,healthcare,City_GA_4,GA,US,in-store,chip,0,55.04846373117772,6,0,240.3565560404421,2026-03-29 20:37:40,2020-01-01,1,0,high,0.19993668856770758,0
TXN_000045,2020-01-02 00:15:13,66.32180188559856,0,ACC_446293,640,1000,833.4442493833837,21,City_WA_8,WA,94326,MER_77009,Holiday Inn,hotel,City_PA_8,PA,US,in-store,contactless,0,15.437102226438162,1,0,288.696752325306,2026-03-29 20:37:40,2020-01-02,0,0,low,0.8334442493833838,0
TXN_000046,2020-01-02 15:21:39,230.5191050396954,0,ACC_627297,145,25000,6896.094777458672,46,City_WA_5,WA,34474,MER_23281,Valero,gas_station,City_IL_7,IL,US,in-store,chip,0,41.098367628080375,4,1,76.12109842848524,2026-03-29 20:37:40,2020-01-02,15,0,medium,0.2758437910983469,0
TXN_000047,2020-01-01 02:26:32,30.69204440421145,0,ACC_976336,476,15000,1168.6530622166736,45,City_MA_1,MA,27333,MER_42548,Marriott,hotel,City_TX_2,TX,US,in-store,chip,0,11.282147456081717,3,0,469.8560041285368,2026-03-29 20:37:40,2020-01-01,2,0,low,0.07791020414777823,0
TXN_000048,2020-01-02 19:02:49,417.8795300417523,0,ACC_784687,1421,5000,1417.8422158560754,36,City_AZ_4,AZ,46355,MER_28371,LabCorp,healthcare,City_VA_6,VA,US,online,online,0,48.84482441612782,2,0,899.9364181151468,2026-03-29 20:37:40,2020-01-02,19,0,medium,0.2835684431712151,0
TXN_000049,2020-01-01 18:55:48,734.3449528159799,0,ACC_245281,3354,5000,3193.718825177923,35,City_GA_2,GA,83903,MER_87593,RxCrossroads,pharmacy,City_FL_6,FL,US,in-store,chip,0,43.528828762613664,2,0,168.23651760856762,2026-03-29 20:37:40,2020-01-01,18,0,high,0.6387437650355846,0
TXN_000050,2020-01-02 10:30:43,1436.6429941739116,0,ACC_803803,1370,15000,4684.831817650911,46,City_NJ_4,NJ,76258,MER_29644,Steam,entertainment,City_WA_7,WA,FR,in-store,contactless,1,2.044311458491223,6,0,272.39473888934504,2026-03-29 20:37:40,2020-01-02,10,0,outlier,0.3123221211767274,1
TXN_000051,2020-01-02 09:22:54,1132.7098263708224,0,ACC_639317,4540,2000,528.4131183522264,67,City_MO_8,MO,41145,MER_33874,Valero,gas_station,City_IN_6,IN,US,online,online,0,21.84286137033487,3,0,214.92760294580336,2026-03-29 20:37:40,2020-01-02,9,0,high,0.26420655917611324,0
TXN_000052,2020-01-02 18:55:55,249.4914470803456,0,ACC_560829,2969,5000,876.0671552752584,64,City_FL_5,FL,85675,MER_98659,Hyatt,hotel,City_TN_2,TN,US,in-store,chip,0,25.541205049300764,4,0,52.21717391410071,2026-03-29 20:37:40,2020-01-02,18,0,medium,0.1752134310550517,0
TXN_000053,2020-01-02 10:32:38,398.7244789805598,0,ACC_834803,3729,25000,11816.015138267796,36,City_MI_1,MI,59854,MER_24281,Walgreens Pharmacy,pharmacy,City_NC_8,NC,US,in-store,contactless,0,0.0214414593008599,3,0,442.447812383202,2026-03-29 20:37:40,2020-01-02,10,0,medium,0.47264060553071185,0
TXN_000054,2020-01-01 13:29:15,161.88813939269403,0,ACC_288069,1103,50000,13107.56933746641,34,City_CA_7,CA,77664,MER_78787,Steam,entertainment,City_CA_4,CA,US,in-store,swipe,0,97.69868147607262,4,0,166.18766783102836,2026-03-29 20:37:40,2020-01-01,13,0,low,0.2621513867493282,0
TXN_000055,2020-01-01 04:45:59,632.4175431773286,0,ACC_464315,4843,15000,10416.897475237634,49,City_IL_1,IL,96153,MER_32289,Target.com,online_retail,City_MA_9,MA,US,online,online,0,13.045798242854778,5,0,209.97151415351703,2026-03-29 20:37:40,2020-01-01,4,0,high,0.6944598316825089,0
TXN_000056,2020-01-02 06:41:50,758.9657213849715,0,ACC_214456,3599,2000,145.58256378518516,44,City_WA_9,WA,45285,MER_15054,Rite Aid,pharmacy,City_VA_8,VA,US,online,online,0,18.21123622604944,2,0,338.78007691085486,2026-03-29 20:37:40,2020-01-02,6,0,high,0.07279128189259258,0
TXN_000057,2020-01-02 05:35:30,28.12296264765998,0,ACC_424703,3180,2000,1261.6627629115037,67,City_CA_3,CA,27533,MER_76846,eBay,online_retail,City_IL_3,IL,US,online,online,0,5.416741300909186,3,0,109.12528462156232,2026-03-29 20:37:40,2020-01-02,5,0,low,0.6308313814557519,0
TXN_000058,2020-01-01 22:14:37,1535.608009028793,0,ACC_951324,1635,10000,2256.820138393813,35,City_GA_3,GA,42624,MER_59769,Walmart.com,online_retail,City_MO_3,MO,US,online,online,0,23.599166124287365,2,0,89.2963903263788,2026-03-29 20:37:40,2020-01-01,22,0,outlier,0.2256820138393813,0
TXN_000059,2020-01-01 09:58:40,373.30550917006286,0,ACC_956841,4687,2000,929.630595998046,39,City_NY_6,NY,56996,MER_39312,Duane Reade,pharmacy,City_CO_8,CO,US,online,online,0,41.59997485825196,3,1,303.7792615239045,2026-03-29 20:37:40,2020-01-01,9,0,medium,0.464815297999023,0
TXN_000060,2020-01-01 05:24:17,371.6956362151903,0,ACC_919497,2324,5000,1358.9271296484878,28,City_NY_6,NY,56947,MER_14257,Holiday Inn,hotel,City_TX_2,TX,US,online,online,0,22.040732611663035,3,0,531.6752905997697,2026-03-29 20:37:40,2020-01-01,5,0,medium,0.27178542592969757,0
TXN_000061,2020-01-01 21:55:53,655.1034624396069,0,ACC_866759,3692,50000,34331.51211051279,54,City_OH_6,OH,37956,MER_25846,eBay,online_retail,City_FL_9,FL,US,in-store,contactless,0,38.78335820906609,3,1,96.66191722148808,2026-03-29 20:37:40,2020-01-01,21,0,high,0.6866302422102558,0
TXN_000062,2020-01-01 14:43:15,336.7013298284513,1,ACC_482688,4512,5000,4490.208441195274,22,City_FL_1,FL,61030,MER_32483,Hilton,hotel,City_MA_4,MA,DE,in-store,chip,1,32.8361330224716,2,1,219.5514090638914,2026-03-29 20:37:40,2020-01-01,14,0,medium,0.8980416882390547,1
TXN_000063,2020-01-02 23:43:49,349.4843349470851,0,ACC_469484,4827,15000,13068.344107444838,47,City_NY_5,NY,68597,MER_36558,Holiday Inn,hotel,City_PA_6,PA,US,online,online,0,6.783993946455144,4,1,352.6880447732668,2026-03-29 20:37:40,2020-01-02,23,0,medium,0.8712229404963225,0
TXN_000064,2020-01-01 02:41:32,59.42131974734382,0,ACC_133783,1013,50000,27712.745219344324,30,City_MA_6,MA,52443,MER_53188,AMC Theatres,entertainment,City_VA_3,VA,US,online,online,0,14.309231013160318,2,0,609.7066445427997,2026-03-29 20:37:40,2020-01-01,2,0,low,0.5542549043868865,0
TXN_000065,2020-01-01 10:17:45,150.69045105716737,0,ACC_134152,381,15000,6592.1968214119415,55,City_GA_8,GA,75464,MER_23012,Duke Energy,utilities,City_MO_3,MO,US,in-store,swipe,0,4.022620070665216,5,0,170.4471099416014,2026-03-29 20:37:40,2020-01-01,10,0,low,0.4394797880941294,0
TXN_000066,2020-01-02 03:34:59,544.6992113577822,0,ACC_683029,1754,2000,1554.7709679348254,43,City_NY_1,NY,13952,MER_43236,Walgreens,healthcare,City_CO_3,CO,US,in-store,chip,0,1.0710141751030804,3,1,158.9556976514045,2026-03-29 20:37:40,2020-01-02,3,0,medium,0.7773854839674127,0
TXN_000067,2020-01-02 21:27:58,468.965359753584,0,ACC_993481,1981,25000,16229.001112408589,69,City_OH_5,OH,66880,MER_55076,Hilton,hotel,City_FL_2,FL,US,in-store,contactless,0,1.6286397745565089,1,0,187.8808165645539,2026-03-29 20:37:40,2020-01-02,21,0,medium,0.6491600444963436,0
TXN_000068,2020-01-01 03:12:14,825.7025668461349,0,ACC_544718,1309,1000,174.3859085060862,28,City_MO_3,MO,62201,MER_58402,Ticketmaster,entertainment,City_CA_8,CA,US,in-store,swipe,0,71.39922778944181,3,0,275.97685650662515,2026-03-29 20:37:40,2020-01-01,3,0,high,0.1743859085060862,0
TXN_000069,2020-01-01 11:13:17,647.0188466036866,0,ACC_653380,1937,50000,38993.66264661751,48,City_NJ_2,NJ,52460,MER_42076,Hertz,travel,City_MA_9,MA,US,in-store,swipe,0,104.2333724595309,1,1,276.4734161908457,2026-03-29 20:37:40,2020-01-01,11,0,high,0.7798732529323501,0
TXN_000070,2020-01-02 01:23:07,666.0243129724583,0,ACC_248725,4878,10000,4074.401699249747,43,City_NJ_8,NJ,32796,MER_90337,Target.com,online_retail,City_MO_8,MO,US,in-store,swipe,0,2.494887065185974,3,0,123.92210971101792,2026-03-29 20:37:40,2020-01-02,1,0,high,0.40744016992497467,0
TXN_000071,2020-01-01 00:16:56,218.7300602291549,0,ACC_591215,1054,1000,179.53637697261635,24,City_IN_7,IN,41746,MER_85164,Shell,gas_station,City_AZ_3,AZ,US,in-store,chip,0,10.206479014950787,2,0,241.3131918605665,2026-03-29 20:37:40,2020-01-01,0,0,medium,0.17953637697261635,0
TXN_000072,2020-01-01 15:26:31,225.01017279409135,0,ACC_854924,575,2000,535.4149657533355,34,City_PA_7,PA,96785,MER_84264,Hilton,hotel,City_NY_7,NY,US,online,online,0,3.037831235918007,2,0,225.1494821755976,2026-03-29 20:37:40,2020-01-01,15,0,medium,0.2677074828766678,0
TXN_000074,2020-01-01 06:45:00,247.27565610636364,0,ACC_878424,2411,1000,493.24662587328703,62,City_CA_9,CA,59757,MER_53773,eBay,online_retail,City_IL_4,IL,US,online,online,0,17.144216306382624,0,0,190.0364156860457,2026-03-29 20:37:40,2020-01-01,6,0,medium,0.49324662587328705,0
TXN_000075,2020-01-01 22:59:58,470.7877315511787,0,ACC_448627,918,10000,2226.5158614398174,49,City_MI_5,MI,35957,MER_62158,Amazon,online_retail,City_NY_6,NY,US,online,online,0,24.272749034689877,1,1,249.78051982129705,2026-03-29 20:37:40,2020-01-01,22,0,medium,0.22265158614398173,0
TXN_000076,2020-01-01 02:34:28,378.1742503544174,0,ACC_421898,1135,50000,5869.408151574868,21,City_MD_2,MD,91541,MER_38570,Expedia,travel,City_OH_5,OH,US,atm,manual,0,19.408375953217867,6,1,280.1980047031815,2026-03-29 20:37:40,2020-01-01,2,0,medium,0.11738816303149735,0
TXN_000077,2020-01-02 00:06:47,139.5047301710837,0,ACC_785338,2579,50000,5875.3154041536345,24,City_NY_3,NY,31292,MER_97995,BP,gas_station,City_PA_9,PA,US,online,online,0,30.968729139322644,3,0,374.0632072281732,2026-03-29 20:37:40,2020-01-02,0,0,low,0.11750630808307269,0
TXN_000078,2020-01-01 03:23:05,317.0070780288122,0,ACC_187592,2020,1000,554.1123872821418,52,City_FL_4,FL,41876,MER_50658,Ticketmaster,entertainment,City_CA_4,CA,US,in-store,swipe,0,9.609679539570422,2,0,170.10162204904975,2026-03-29 20:37:40,2020-01-01,3,0,medium,0.5541123872821417,0
TXN_000079,2020-01-02 23:16:11,92.94926305068802,0,ACC_456687,4028,15000,10470.319866103646,53,City_NJ_5,NJ,70727,MER_69184,Hertz,travel,City_MD_5,MD,US,atm,manual,0,3.697810630339715,3,0,266.3774154438321,2026-03-29 20:37:40,2020-01-02,23,0,low,0.6980213244069097,0
TXN_000080,2020-01-02 14:47:23,167.43098576590265,0,ACC_143169,3805,5000,1527.2817919821189,69,City_MA_3,MA,57046,MER_82613,LabCorp,healthcare,City_OH_4,OH,US,online,online,0,0.4444270720338827,2,0,93.18721583225184,2026-03-29 20:37:40,2020-01-02,14,0,low,0.30545635839642377,0
TXN_000081,2020-01-01 10:34:04,951.3686994184708,0,ACC_541503,2842,25000,822.9543580829055,46,City_CA_7,CA,24817,MER_68194,Walmart.com,online_retail,City_FL_8,FL,US,in-store,swipe,0,14.750909829269157,4,0,281.6715442437237,2026-03-29 20:37:40,2020-01-01,10,0,high,0.03291817432331622,0
TXN_000082,2020-01-01 14:13:34,129.83899782274892,0,ACC_154745,950,15000,1812.954638852403,37,City_NC_5,NC,19759,MER_77507,Hyatt,hotel,City_VA_8,VA,US,in-store,swipe,0,59.60421580949682,0,1,471.9575160961681,2026-03-29 20:37:40,2020-01-01,14,0,low,0.12086364259016019,0
TXN_000083,2020-01-02 07:52:32,279.1454451844013,0,ACC_734456,4675,50000,43447.991616010215,59,City_NJ_5,NJ,58432,MER_43959,Best Western,hotel,City_CO_3,CO,US,in-store,contactless,0,9.105675372665948,1,1,175.96976922349438,2026-03-29 20:37:40,2020-01-02,7,0,medium,0.8689598323202044,0
TXN_000084,2020-01-01 13:36:24,643.7798172698048,0,ACC_738273,2091,5000,2344.3323830499016,43,City_MD_6,MD,16412,MER_63072,United Airlines,travel,City_MO_1,MO,US,in-store,chip,0,5.452557654751009,5,0,119.15785876291297,2026-03-29 20:37:40,2020-01-01,13,0,high,0.4688664766099803,0
TXN_000085,2020-01-01 11:19:34,492.96090005049047,0,ACC_891975,4517,25000,10772.3542283604,52,City_WA_7,WA,67757,MER_55588,UnitedHealth,healthcare,City_NC_6,NC,US,in-store,chip,0,65.10670011677723,2,0,228.45994518103328,2026-03-29 20:37:40,2020-01-01,11,0,medium,0.430894169134416,0
TXN_000086,2020-01-01 00:42:48,173.15026905142173,0,ACC_811752,3669,25000,903.6679848646592,72,City_TN_8,TN,30504,MER_50533,Olive Garden,restaurant,City_MD_2,MD,US,online,online,0,2.785823968352028,6,0,203.35044307454336,2026-03-29 20:37:40,2020-01-01,0,0,low,0.036146719394586364,0
